ContestOrder,Contest,Contest ID,Choice,Precinct,BallotsWith Contest,Votes,Overvoted WithVote for this Choice,Undervoted WithoutVote for this Choice,Ballots WithVotes for Others
1850,"State Representative, 50th District (Vote for 1)",36,Carla C Piluso,5001,"2,850","1,890",1,836,123
1850,"State Representative, 50th District (Vote for 1)",36,Carla C Piluso,5002,"5,363","3,319",0,"1,790",254
1850,"State Representative, 50th District (Vote for 1)",36,Carla C Piluso,5003,907,602,0,274,31
1850,"State Representative, 50th District (Vote for 1)",36,Carla C Piluso,5004,"5,208","3,269",0,"1,749",190
1850,"State Representative, 50th District (Vote for 1)",36,Carla C Piluso,5006,"2,762","1,628",0,"1,013",121
1850,"State Representative, 50th District (Vote for 1)",36,Carla C Piluso,5007,"2,835","1,789",0,936,110
1850,"State Representative, 50th District (Vote for 1)",36,Carla C Piluso,5008,"2,815","1,634",0,"1,081",100
1850,"State Representative, 50th District (Vote for 1)",36,Carla C Piluso,5009,736,464,0,241,31
1850,"State Representative, 50th District (Vote for 1)",36,Write-in,5001,"2,850",123,1,836,"1,890"
1850,"State Representative, 50th District (Vote for 1)",36,Write-in,5002,"5,363",254,0,"1,790","3,319"
1850,"State Representative, 50th District (Vote for 1)",36,Write-in,5003,907,31,0,274,602
1850,"State Representative, 50th District (Vote for 1)",36,Write-in,5004,"5,208",190,0,"1,749","3,269"
1850,"State Representative, 50th District (Vote for 1)",36,Write-in,5006,"2,762",121,0,"1,013","1,628"
1850,"State Representative, 50th District (Vote for 1)",36,Write-in,5007,"2,835",110,0,936,"1,789"
1850,"State Representative, 50th District (Vote for 1)",36,Write-in,5008,"2,815",100,0,"1,081","1,634"
1850,"State Representative, 50th District (Vote for 1)",36,Write-in,5009,736,31,0,241,464
1900,"State Representative, 51st District (Vote for 1)",43,Lori Chavez-DeRemer,5101,563,165,0,19,379
1900,"State Representative, 51st District (Vote for 1)",43,Lori Chavez-DeRemer,5102,"3,511","1,184",0,154,"2,173"
1900,"State Representative, 51st District (Vote for 1)",43,Lori Chavez-DeRemer,5103,"1,998",703,0,78,"1,217"
1900,"State Representative, 51st District (Vote for 1)",43,Lori Chavez-DeRemer,5104,"2,975","1,199",0,131,"1,645"
1900,"State Representative, 51st District (Vote for 1)",43,Lori Chavez-DeRemer,5105,295,160,0,21,114
1900,"State Representative, 51st District (Vote for 1)",43,Lori Chavez-DeRemer,5106,"1,286",509,0,69,708
1900,"State Representative, 51st District (Vote for 1)",43,Lori Chavez-DeRemer,5107,845,449,0,38,358
1900,"State Representative, 51st District (Vote for 1)",43,Janelle S Bynum,5101,563,377,0,19,167
1900,"State Representative, 51st District (Vote for 1)",43,Janelle S Bynum,5102,"3,511","2,162",0,154,"1,195"
1900,"State Representative, 51st District (Vote for 1)",43,Janelle S Bynum,5103,"1,998","1,213",0,78,707
1900,"State Representative, 51st District (Vote for 1)",43,Janelle S Bynum,5104,"2,975","1,638",0,131,"1,206"
1900,"State Representative, 51st District (Vote for 1)",43,Janelle S Bynum,5105,295,114,0,21,160
1900,"State Representative, 51st District (Vote for 1)",43,Janelle S Bynum,5106,"1,286",704,0,69,513
1900,"State Representative, 51st District (Vote for 1)",43,Janelle S Bynum,5107,845,358,0,38,449
1900,"State Representative, 51st District (Vote for 1)",43,Write-in,5101,563,2,0,19,542
1900,"State Representative, 51st District (Vote for 1)",43,Write-in,5102,"3,511",11,0,154,"3,346"
1900,"State Representative, 51st District (Vote for 1)",43,Write-in,5103,"1,998",4,0,78,"1,916"
1900,"State Representative, 51st District (Vote for 1)",43,Write-in,5104,"2,975",7,0,131,"2,837"
1900,"State Representative, 51st District (Vote for 1)",43,Write-in,5105,295,0,0,21,274
1900,"State Representative, 51st District (Vote for 1)",43,Write-in,5106,"1,286",4,0,69,"1,213"
1900,"State Representative, 51st District (Vote for 1)",43,Write-in,5107,845,0,0,38,807
1950,"State Representative, 52nd District (Vote for 1)",42,Anna Williams,5202,"2,243","1,065",0,62,"1,116"
1950,"State Representative, 52nd District (Vote for 1)",42,Anna Williams,5203,"1,618",613,0,42,963
1950,"State Representative, 52nd District (Vote for 1)",42,Anna Williams,5204,"2,682","1,209",0,106,"1,367"
1950,"State Representative, 52nd District (Vote for 1)",42,Jeff Helfrich,5202,"2,243","1,115",0,62,"1,066"
1950,"State Representative, 52nd District (Vote for 1)",42,Jeff Helfrich,5203,"1,618",960,0,42,616
1950,"State Representative, 52nd District (Vote for 1)",42,Jeff Helfrich,5204,"2,682","1,367",0,106,"1,209"
1950,"State Representative, 52nd District (Vote for 1)",42,Write-in,5202,"2,243",1,0,62,"2,180"
1950,"State Representative, 52nd District (Vote for 1)",42,Write-in,5203,"1,618",3,0,42,"1,573"
1950,"State Representative, 52nd District (Vote for 1)",42,Write-in,5204,"2,682",0,0,106,"2,576"
,,,,,,,,,
,,,,,,,,,
5400,"City of Fairview, Mayor (Vote for 1)",60,Ted Tosterud,4903,"3,567","1,512",0,477,"1,578"
5400,"City of Fairview, Mayor (Vote for 1)",60,Brian Cooper,4903,"3,567","1,552",0,477,"1,538"
5400,"City of Fairview, Mayor (Vote for 1)",60,Write-in,4903,"3,567",26,0,477,"3,064"
5405,"City of Fairview, Councilor, Position 4 (Vote for 1)",67,Russell M Williams,4903,"3,567","1,359",0,701,"1,507"
5405,"City of Fairview, Councilor, Position 4 (Vote for 1)",67,Balwant Bhullar,4903,"3,567","1,499",0,701,"1,367"
5405,"City of Fairview, Councilor, Position 4 (Vote for 1)",67,Write-in,4903,"3,567",8,0,701,"2,858"
5410,"City of Fairview, Councilor, Position 5 (Vote for 1)",45,Edward L Jones,4903,"3,567","1,051",1,748,"1,767"
5410,"City of Fairview, Councilor, Position 5 (Vote for 1)",45,Natalie Voruz,4903,"3,567","1,755",1,748,"1,063"
5410,"City of Fairview, Councilor, Position 5 (Vote for 1)",45,Write-in,4903,"3,567",12,0,748,"2,807"
5415,"City of Fairview, Councilor, Position 6 (Vote for 1)",44,Darren Riordan,4903,"3,567","1,570",1,706,"1,290"
5415,"City of Fairview, Councilor, Position 6 (Vote for 1)",44,Antonia Kreamier,4903,"3,567","1,280",1,706,"1,580"
5415,"City of Fairview, Councilor, Position 6 (Vote for 1)",44,Write-in,4903,"3,567",10,0,706,"2,851"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,4704,251,51,0,45,155
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,4706,9,3,0,0,6
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,4908,"1,735",418,0,243,"1,074"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,4909,"3,356",846,2,424,"2,084"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,4910,"2,641",630,0,570,"1,441"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,4911,"3,169",917,1,561,"1,690"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5001,"2,850",781,2,501,"1,566"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5002,"5,363","1,197",0,640,"3,526"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5003,907,199,0,111,597
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5004,"5,202","1,006",1,562,"3,633"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5006,"2,762",647,1,311,"1,803"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5007,"2,835",622,0,335,"1,878"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5008,"2,815",592,0,349,"1,874"
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5106,"1,001",218,0,188,595
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5107,845,161,0,82,602
5420,"City of Gresham, Mayor (Vote for 1)",47,Allen Cox,5204,"2,682",591,0,289,"1,802"
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,4704,251,151,0,45,55
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,4706,9,6,0,0,3
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,4908,"1,735","1,067",0,243,425
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,4909,"3,356","2,068",2,424,862
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,4910,"2,641","1,428",1,570,642
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,4911,"3,169","1,671",1,561,936
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5001,"2,850","1,548",2,501,799
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5002,"5,363","3,497",0,640,"1,226"
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5003,907,594,0,111,202
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5004,"5,202","3,613",1,562,"1,026"
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5006,"2,762","1,793",1,311,657
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5007,"2,835","1,873",0,335,627
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5008,"2,815","1,868",0,349,598
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5106,"1,001",594,0,188,219
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5107,845,598,0,82,165
5420,"City of Gresham, Mayor (Vote for 1)",47,Shane T Bemis,5204,"2,682","1,793",0,289,600
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,4704,251,4,0,45,202
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,4706,9,0,0,0,9
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,4908,"1,735",7,0,243,"1,485"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,4909,"3,356",16,0,424,"2,916"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,4910,"2,641",12,1,570,"2,058"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,4911,"3,169",19,0,561,"2,589"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5001,"2,850",18,0,501,"2,331"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5002,"5,363",29,0,640,"4,694"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5003,907,3,0,111,793
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5004,"5,202",20,0,562,"4,620"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5006,"2,762",10,0,311,"2,441"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5007,"2,835",5,0,335,"2,495"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5008,"2,815",6,0,349,"2,460"
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5106,"1,001",1,0,188,812
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5107,845,4,0,82,759
5420,"City of Gresham, Mayor (Vote for 1)",47,Write-in,5204,"2,682",9,0,289,"2,384"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,4704,251,81,0,49,121
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,4706,9,2,0,1,6
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,4908,"1,735",743,1,345,646
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,4909,"3,356","1,300",0,616,"1,440"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,4910,"2,641",872,1,583,"1,185"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,4911,"3,169","1,177",0,640,"1,352"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5001,"2,850",934,0,555,"1,361"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5002,"5,363","2,199",2,"1,020","2,142"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5003,907,369,0,157,381
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5004,"5,202","2,153",1,976,"2,072"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5006,"2,762","1,244",0,505,"1,013"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5007,"2,835","1,159",0,550,"1,126"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5008,"2,815","1,187",0,575,"1,053"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5106,"1,001",340,0,259,402
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5107,845,387,0,170,288
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Kirk French,5204,"2,682","1,163",0,619,900
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,4704,251,118,0,49,84
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,4706,9,6,0,1,2
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,4908,"1,735",638,1,345,751
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,4909,"3,356","1,429",0,616,"1,311"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,4910,"2,641","1,179",0,583,879
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,4911,"3,169","1,339",0,640,"1,190"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5001,"2,850","1,346",0,555,949
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5002,"5,363","2,124",2,"1,020","2,217"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5003,907,379,0,157,371
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5004,"5,202","2,059",1,976,"2,166"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5006,"2,762","1,008",0,505,"1,249"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5007,"2,835","1,118",0,550,"1,167"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5008,"2,815","1,042",0,575,"1,198"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5106,"1,001",398,0,259,344
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5107,845,287,0,170,388
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Eddy Morales,5204,"2,682",898,0,619,"1,165"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4704,251,3,0,49,199
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4706,9,0,0,1,8
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4908,"1,735",8,0,345,"1,382"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4909,"3,356",11,0,616,"2,729"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4910,"2,641",6,1,583,"2,051"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,4911,"3,169",13,0,640,"2,516"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5001,"2,850",15,0,555,"2,280"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5002,"5,363",18,0,"1,020","4,325"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5003,907,2,0,157,748
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5004,"5,202",13,0,976,"4,213"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5006,"2,762",5,0,505,"2,252"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5007,"2,835",8,0,550,"2,277"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5008,"2,815",11,0,575,"2,229"
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5106,"1,001",4,0,259,738
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5107,845,1,0,170,674
5425,"City of Gresham, Councilor, Position 2 (Vote for 1)",33,Write-in,5204,"2,682",2,0,619,"2,061"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4704,251,14,0,57,180
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4706,9,0,0,1,8
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4908,"1,735",71,2,451,"1,211"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4909,"3,356",189,0,843,"2,324"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4910,"2,641",141,1,739,"1,760"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,4911,"3,169",201,4,823,"2,141"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5001,"2,850",168,1,728,"1,953"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5002,"5,363",219,0,"1,362","3,782"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5003,907,35,0,215,657
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5004,"5,202",209,2,"1,372","3,619"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5006,"2,762",112,1,653,"1,996"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5007,"2,835",128,1,718,"1,988"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5008,"2,815",120,0,738,"1,957"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5106,"1,001",63,0,286,652
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5107,845,27,0,215,603
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Benjamin Jones,5204,"2,682",118,5,698,"1,861"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4704,251,17,0,57,177
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4706,9,3,0,1,5
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4908,"1,735",210,1,451,"1,073"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4909,"3,356",365,1,843,"2,147"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4910,"2,641",214,2,739,"1,686"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,4911,"3,169",346,4,823,"1,996"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5001,"2,850",256,0,728,"1,866"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5002,"5,363",707,2,"1,362","3,292"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5003,907,120,0,215,572
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5004,"5,202",650,2,"1,372","3,178"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5006,"2,762",392,1,653,"1,716"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5007,"2,835",357,1,718,"1,759"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5008,"2,815",343,0,738,"1,734"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5106,"1,001",87,0,286,628
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5107,845,104,0,215,526
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Ryan C Johnson,5204,"2,682",378,1,698,"1,605"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4704,251,43,0,57,151
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4706,9,3,0,1,5
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4908,"1,735",234,1,451,"1,049"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4909,"3,356",493,1,843,"2,019"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4910,"2,641",347,2,739,"1,553"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,4911,"3,169",466,3,823,"1,877"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5001,"2,850",410,1,728,"1,711"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5002,"5,363",769,0,"1,362","3,232"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5003,907,125,0,215,567
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5004,"5,202",719,2,"1,372","3,109"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5006,"2,762",419,1,653,"1,689"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5007,"2,835",423,1,718,"1,693"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5008,"2,815",395,0,738,"1,682"
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5106,"1,001",144,0,286,571
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5107,845,110,0,215,520
5430,"City of Gresham, Councilor, Position 4 (Vote for 1)",40,Raymond Love,5204,"2,682",383,1,698,"1,600"
