SENATOR (DEM),Precinct,Voters,Trnout,Pct,BILL BRADBURY,CRAIG HANSON,GREG HAVEN,Under Votes,Over Votes,Write-ins
,4345,1047,506,48.33%,424,73,0,9
,4350,1081,508,46.99%,434,64,1,9
,4352,562,218,38.79%,193,23,0,2
,4359,575,311,54.09%,259,50,0,2
,4360,597,263,44.05%,222,34,0,7
,4361,866,371,42.84%,295,62,1,13
,4362,600,262,43.67%,209,45,0,8
,4363,695,351,50.50%,282,56,2,11
,5029,198,105,53.03%,86,14,0,5
,5100,920,410,44.57%,368,34,1,7
,5200,1411,613,43.44%,546,63,0,4
,5201,1180,537,45.51%,463,64,0,10
,5301,416,186,44.71%,163,19,0,4
,5401,132,69,52.27%,53,15,0,1
,5425,927,483,52.10%,404,70,0,9
,5602,166,90,54.22%,80,10,0,0
,5604,841,463,55.05%,393,66,0,4
,5605,44,30,68.18%,26,4,0,0
,5819,926,428,46.22%,353,69,0,6
,5820,1333,635,47.64%,538,90,0,7
,5828,1068,469,43.91%,410,47,0,12
,5842,1655,887,53.60%,748,126,1,12
,5846,1694,746,44.04%,639,97,0,10
,5850,636,263,41.35%,214,43,0,6
,5851,1462,778,53.21%,681,87,0,10
,5853,1113,576,51.75%,498,72,0,6
,5855,1443,690,47.82%,598,86,1,5
,5861,802,356,44.39%,298,51,0,7
,5868,898,483,53.79%,417,55,0,11
,5870,907,400,44.10%,340,54,0,6
,5871,481,195,40.54%,176,18,0,1
,TOTAL,84347,43705,51.82%,36347,6441,35,882
HOUSE DIST. 1 (REP),Precinct,Voters,Trnout,Pct,JIM GREENFIELD,Under Votes,Over Votes,Write-ins
,0158,67,45,67.16%,26,19,0,0
,1013,854,484,56.67%,300,176,0,8
,1025,410,173,42.20%,118,50,0,5
,1045,89,50,56.18%,29,20,0,1
,1053,401,156,38.90%,106,46,0,4
,1103,567,299,52.73%,204,90,1,4
,1156,921,611,66.34%,371,232,0,8
,1170,1203,806,67.00%,511,275,3,17
,1205,849,462,54.42%,272,183,0,7
,1224,859,576,67.05%,378,192,1,5
,1226,659,414,62.82%,257,151,0,6
,1230,1049,626,59.68%,384,235,0,7
,1240,495,304,61.41%,185,110,0,9
,1245,1107,630,56.91%,406,214,0,10
,1315,707,408,57.71%,272,131,0,5
,1507,138,92,66.67%,56,33,0,3
,1515,512,329,64.26%,202,127,0,0
,TOTAL,10887,6465,59.38%,4077,2284,5,99
HOUSE DIST. 3 (REP),Precinct,Voters,Trnout,Pct,SARAH SEALE,Under Votes,Over Votes,Write-ins
,0543,8,3,37.50%,3,0,0,0
,0547,26,13,50.00%,6,7,0,0
,0548,10,7,70.00%,7,0,0,0
,0601,0,0,0.00%,0,0,0,0
,1002,192,88,45.83%,57,31,0,0
,1321,808,414,51.24%,272,138,0,4
,1500,185,107,57.84%,61,43,0,3
,1504,487,258,52.98%,166,89,0,3
,1505,272,176,64.71%,115,59,0,2
,2002,599,263,43.91%,159,94,0,10
,2026,541,242,44.73%,153,83,0,6
,2029,553,267,48.28%,177,83,0,7
,2077,817,371,45.41%,243,122,0,6
,2086,439,231,52.62%,138,83,1,9
,2099,237,110,46.41%,66,40,0,4
,2100,772,427,55.31%,286,132,0,9
,2114,508,276,54.33%,177,91,0,8
,2143,711,332,46.69%,204,124,0,4
,3000,720,323,44.86%,225,94,0,4
,3002,730,346,47.40%,239,98,0,9
,3004,221,91,41.18%,63,27,0,1
,3008,509,273,53.63%,166,100,0,7
,3058,442,196,44.34%,119,68,0,9
,3097,293,129,44.03%,80,43,0,6
,3113,719,416,57.86%,260,151,0,5
,3128,724,428,59.12%,246,171,0,11
,3144,565,365,64.60%,190,172,0,3
,3151,272,107,39.34%,65,38,0,4
,3177,842,441,52.38%,275,163,0,3
,3185,801,446,55.68%,307,136,0,3
,3193,727,399,54.88%,240,154,0,5
,3240,980,507,51.73%,315,185,2,5
,3248,500,257,51.40%,178,78,0,1
,3253,448,280,62.50%,184,92,0,4
,3259,548,288,52.55%,174,111,0,3
,3274,294,122,41.50%,73,48,0,1
,3290,698,460,65.90%,266,186,0,8
,3297,419,195,46.54%,128,63,0,4
,3307,952,565,59.35%,388,172,0,5
,3311,918,459,50.00%,302,152,0,5
,3315,601,270,44.93%,182,83,2,3
,3322,800,484,60.50%,300,180,0,4
,3327,564,316,56.03%,198,112,0,6
,3329,1263,724,57.32%,463,253,1,7
,3330,1259,788,62.59%,518,265,0,5
,4022,299,129,43.14%,74,49,2,4
,4027,241,118,48.96%,69,48,0,1
,4041,499,275,55.11%,166,102,0,7
,4049,480,225,46.88%,140,83,0,2
,4065,575,303,52.70%,188,105,0,10
,4106,271,154,56.83%,95,57,1,1
,4111,776,469,60.44%,285,181,0,3
,4125,914,400,43.76%,259,134,0,7
,4131,526,275,52.28%,196,76,1,2
,4155,737,375,50.88%,237,131,0,7
,4167,550,298,54.18%,187,106,0,5
,4178,540,228,42.22%,154,71,1,2
,4185,475,207,43.58%,143,55,2,7
,4202,647,271,41.89%,176,88,1,6
,4216,308,134,43.51%,96,35,0,3
,4242,651,343,52.69%,211,125,1,6
,4250,525,282,53.71%,171,106,0,5
,4254,387,215,55.56%,136,75,0,4
,4282,939,599,63.79%,368,228,0,3
,4295,556,310,55.76%,171,131,0,8
,4299,792,317,40.03%,214,97,0,6
,4309,714,365,51.12%,244,116,0,5
,4320,689,397,57.62%,247,144,0,6
,4333,894,456,51.01%,298,150,0,8
,4338,944,428,45.34%,292,126,0,10
,4339,814,334,41.03%,237,95,0,2
,4340,489,197,40.29%,137,56,0,4
,4344,665,304,45.71%,197,105,0,2
,4345,1047,506,48.33%,330,164,0,12
,4350,1081,508,46.99%,329,165,1,13
,4352,562,218,38.79%,153,61,0,4
,4359,575,311,54.09%,203,106,1,1
,4360,597,263,44.05%,187,72,0,4
,4361,866,371,42.84%,234,128,0,9
,4362,600,262,43.67%,157,93,0,12
,4363,695,351,50.50%,235,105,3,8
,5029,198,105,53.03%,57,45,0,3
,5100,920,410,44.57%,289,114,0,7
,5200,1411,613,43.44%,430,176,0,7
,5201,1180,537,45.51%,381,149,0,7
,5301,416,186,44.71%,125,55,0,6
,5401,132,69,52.27%,38,31,0,0
,5425,927,483,52.10%,314,163,0,6
,5602,166,90,54.22%,63,27,0,0
,5604,841,463,55.05%,281,181,0,1
,5605,44,30,68.18%,20,10,0,0
,5819,926,428,46.22%,285,141,0,2
,5820,1333,635,47.64%,410,219,0,6
,5828,1068,469,43.91%,326,133,0,10
,5842,1655,887,53.60%,554,324,1,8
,5846,1694,746,44.04%,500,238,0,8
,5850,636,263,41.35%,175,80,0,8
,5851,1462,778,53.21%,531,236,0,11
,5853,1113,576,51.75%,399,172,0,5
,5855,1443,690,47.82%,452,235,0,3
,5861,802,356,44.39%,246,106,0,4
,5868,898,483,53.79%,335,143,0,5
,5870,907,400,44.10%,278,122,0,0
,5871,481,195,40.54%,143,52,0,0
,TOTAL,68547,34350,50.11%,22282,11535,21,512
HOUSE DIST. 5 (REP),Precinct,Voters,Trnout,Pct,BRIAN J. BOQ,CRAIG L. SCHELSKE,Under Votes,Over Votes,Write-ins
,0156,24,17,70.83%,11,3,3,0,0
,1183,532,290,54.51%,141,56,89,1,3
,1211,497,284,57.14%,138,62,82,0,2
,1213,857,480,56.01%,221,110,141,3,5
,1222,1108,644,58.12%,297,169,173,0,5
,1238,694,415,59.80%,221,112,79,1,2
,1400,681,408,59.91%,230,89,88,1,0
,1546,520,352,67.69%,182,55,114,0,1
,TOTAL,4913,2890,58.82%,1441,656,769,6,18
STATE SENATOR DIST. 16 (REP),Precinct,Voters,Trnout,Pct,DON FELL,Under Votes,Over Votes,Write-ins
,1505,272,176,64.71%,109,66,1,0
,TOTAL,272,176,64.71%,109,66,1,0
STATE SENATOR DIST. 17 (REP),Precinct,Voters,Trnout,Pct,BILL WITT,Under Votes,Over Votes,Write-ins
,1002,192,88,45.83%,60,27,0,1
,1013,854,484,56.67%,318,158,0,8
,1025,410,173,42.20%,126,45,0,2
,1045,89,50,56.18%,27,21,0,2
,1053,401,156,38.90%,109,45,0,2
,1321,808,414,51.24%,303,106,0,5
,1500,185,107,57.84%,79,27,0,1
,1504,487,258,52.98%,181,72,0,5
,1507,138,92,66.67%,61,27,0,4
,TOTAL,3564,1822,51.12%,1264,528,0,30
STATE SENATOR DIST. 19 (REP),Precinct,Voters,Trnout,Pct,RON ADAMS,KARL ROHDE,BOB TIERNAN,Under Votes,Over Votes,Write-ins
,0156,24,17,70.83%,1,5,8,3,0,0
,1211,497,284,57.14%,66,41,127,48,1,1
,1213,857,480,56.01%,105,63,219,88,1,4
,1222,1108,644,58.12%,165,75,298,102,2,2
,1400,681,408,59.91%,79,88,190,49,0,2
,1546,520,352,67.69%,80,59,159,53,1,0
,TOTAL,3687,2185,59.26%,496,331,1001,343,5,9
STATE SENATOR DIST. 24 (REP),Precinct,Voters,Trnout,Pct,"CLETUS MOORE, JR.",Under Votes,Over Votes,Write-ins
,3311,918,459,50.00%,298,159,0,2
,3322,800,484,60.50%,282,200,0,2
,3327,564,316,56.03%,191,123,0,2
,3329,1263,724,57.32%,483,240,0,1
,3330,1259,788,62.59%,492,293,0,3
,4309,714,365,51.12%,231,130,0,4
,4320,689,397,57.62%,230,158,0,9
,4333,894,456,51.01%,303,147,1,5
,4338,944,428,45.34%,286,136,0,6
,4339,814,334,41.03%,222,106,0,6
,4340,489,197,40.29%,127,68,0,2
,4344,665,304,45.71%,200,101,0,3
,4345,1047,506,48.33%,310,186,0,10
,4350,1081,508,46.99%,319,178,0,11
,4352,562,218,38.79%,145,68,0,5
,4359,575,311,54.09%,200,111,0,0
,4360,597,263,44.05%,173,87,0,3
,4361,866,371,42.84%,225,141,0,5
,5605,44,30,68.18%,16,14,0,0
,TOTAL,14785,7459,50.45%,4733,2646,1,79
STATE SENATOR DIST. 26 (REP),Precinct,Voters,Trnout,Pct,BOB MONTGOMERY,Under Votes,Over Votes,Write-ins
,4216,308,134,43.51%,89,42,0,3
,5425,927,483,52.10%,329,149,0,5
,5602,166,90,54.22%,65,25,0,0
,5604,841,463,55.05%,302,159,0,2
,TOTAL,2242,1170,52.19%,785,375,0,10
STATE HOUSE DIST. 27 (REP),Precinct,Voters,Trnout,Pct,N,Under Votes,Over Votes,Write-ins
,1240,495,304,61.41%,0,292,0,12
,1515,512,329,64.26%,0,325,0,4
,TOTAL,1007,633,62.86%,0,617,0,16
STATE HOUSE DIST. 31 (REP),Precinct,Voters,Trnout,Pct,N,Under Votes,Over Votes,Write-ins
,1505,272,176,64.71%,0,172,0,4
,TOTAL,272,176,64.71%,0,172,0,4
STATE HOUSE DIST. 33 (REP),Precinct,Voters,Trnout,Pct,BRIAN DEVORE,ERIK T. HARTUNG,Under Votes,Over Votes,Write-ins
,1002,192,88,45.83%,31,37,19,1,0
,1013,854,484,56.67%,109,264,108,0,3
,1025,410,173,42.20%,56,76,40,0,1
,1045,89,50,56.18%,9,29,12,0,0
,1053,401,156,38.90%,44,70,38,1,3
,1321,808,414,51.24%,152,173,83,3,3
,1500,185,107,57.84%,41,53,13,0,0
,1504,487,258,52.98%,79,119,54,4,2
,1507,138,92,66.67%,21,55,14,1,1
,TOTAL,3564,1822,51.12%,542,876,381,10,13
STATE HOUSE DIST. 35 (REP),Precinct,Voters,Trnout,Pct,MAX WILLIAMS,Under Votes,Over Votes,Write-ins
,1238,694,415,59.80%,268,145,0,2
,TOTAL,694,415,59.80%,268,145,0,2
STATE HOUSE DIST. 36 (REP),Precinct,Voters,Trnout,Pct,N,Under Votes,Over Votes,Write-ins
,0158,67,45,67.16%,0,44,0,1
,1103,567,299,52.73%,0,284,0,15
,1156,921,611,66.34%,0,587,0,24
,1170,1203,806,67.00%,0,770,0,36
,1183,532,290,54.51%,0,279,0,11
,1205,849,462,54.42%,0,439,0,23
,1224,859,576,67.05%,0,549,0,27
,1226,659,414,62.82%,0,400,0,14
,1230,1049,626,59.68%,0,601,0,25
,1245,1107,630,56.91%,0,606,0,24
,1315,707,408,57.71%,0,388,0,20
,TOTAL,8520,5167,60.65%,0,4947,0,220
STATE HOUSE DIST. 38 (REP),Precinct,Voters,Trnout,Pct,ANTHONY AZADEH,JIM ZUPANCIC,Under Votes,Over Votes,Write-ins
,0156,24,17,70.83%,2,13,2,0,0
,1211,497,284,57.14%,76,159,48,1,0
,1213,857,480,56.01%,139,260,78,0,3
,1222,1108,644,58.12%,129,390,122,1,2
,1400,681,408,59.91%,98,248,58,3,1
,1546,520,352,67.69%,97,192,60,3,0
,TOTAL,3687,2185,59.26%,541,1262,368,8,6
STATE HOUSE DIST. 41 (REP),Precinct,Voters,Trnout,Pct,N,Under Votes,Over Votes,Write-ins
,0548,10,7,70.00%,0,7,0,0
,0601,0,0,0.00%,0,0,0,0
,4202,647,271,41.89%,0,262,0,9
,4242,651,343,52.69%,0,338,0,5
,4250,525,282,53.71%,0,268,0,14
,4282,939,599,63.79%,0,587,0,12
,4295,556,310,55.76%,0,297,0,13
,4299,792,317,40.03%,0,297,0,20
,TOTAL,4120,2129,51.67%,0,2056,0,73
STATE HOUSE DIST. 42 (REP),Precinct,Voters,Trnout,Pct,N,Under Votes,Over Votes,Write-ins
,3274,294,122,41.50%,0,111,0,11
,4022,299,129,43.14%,0,119,0,10
,4027,241,118,48.96%,0,110,0,8
,4041,499,275,55.11%,0,263,0,12
,4049,480,225,46.88%,0,218,0,7
,4065,575,303,52.70%,0,286,0,17
,4106,271,154,56.83%,0,149,0,5
,4167,550,298,54.18%,0,280,0,18
,4254,387,215,55.56%,0,211,0,4
,4363,695,351,50.50%,0,342,0,9
,TOTAL,4291,2190,51.04%,0,2089,0,101
STATE HOUSE DIST. 43 (REP),Precinct,Voters,Trnout,Pct,IVARS BITANS,SHIRLEY WHITEHEAD FREEMAN,Under Votes,Over Votes,Write-ins
,2086,439,231,52.62%,62,100,64,0,5
,2099,237,110,46.41%,24,49,35,1,1
,3004,221,91,41.18%,23,49,18,0,1
,3008,509,273,53.63%,69,122,78,0,4
,3058,442,196,44.34%,46,94,53,0,3
,3097,293,129,44.03%,30,57,39,0,3
,3151,272,107,39.34%,27,54,24,0,2
,3253,448,280,62.50%,39,139,96,0,6
,3259,548,288,52.55%,61,120,104,1,2
,TOTAL,3409,1705,50.01%,381,784,511,2,27
STATE HOUSE DIST. 44 (REP),Precinct,Voters,Trnout,Pct,N,Under Votes,Over Votes,Write-ins
,2002,599,263,43.91%,0,247,0,16
,2026,541,242,44.73%,0,226,0,16
,2029,553,267,48.28%,0,249,0,18
,2077,817,371,45.41%,0,352,0,19
,2100,772,427,55.31%,0,402,0,25
,2114,508,276,54.33%,0,268,0,8
,2143,711,332,46.69%,0,321,0,11
,3297,419,195,46.54%,0,184,0,11
,TOTAL,4920,2373,48.23%,0,2249,0,124
STATE HOUSE DIST. 45 (REP),Precinct,Voters,Trnout,Pct,N,Under Votes,Over Votes,Write-ins
,3000,720,323,44.86%,0,303,0,20
,3002,730,346,47.40%,0,323,0,23
,3113,719,416,57.86%,0,405,0,11
,3128,724,428,59.12%,0,407,0,21
,3144,565,365,64.60%,0,347,0,18
,3177,842,441,52.38%,0,426,0,15
,3185,801,446,55.68%,0,424,0,22
,3193,727,399,54.88%,0,387,0,12
,3307,952,565,59.35%,0,545,0,20
,3315,601,270,44.93%,0,256,0,14
,5029,198,105,53.03%,0,101,0,4
,TOTAL,7579,4104,54.15%,0,3924,0,180
STATE HOUSE DIST. 46 (REP),Precinct,Voters,Trnout,Pct,N,Under Votes,Over Votes,Write-ins
,3240,980,507,51.73%,0,485,0,22
,3248,500,257,51.40%,0,239,0,18
,3290,698,460,65.90%,0,441,0,19
,4111,776,469,60.44%,0,460,0,9
,4125,914,400,43.76%,0,370,0,30
,4131,526,275,52.28%,0,268,0,7
,4155,737,375,50.88%,0,343,0,32
,4178,540,228,42.22%,0,218,0,10
,4185,475,207,43.58%,0,186,0,21
,4362,600,262,43.67%,0,240,0,22
,TOTAL,6746,3440,50.99%,0,3250,0,190
STATE HOUSE DIST. 47 (REP),Precinct,Voters,Trnout,Pct,N,Under Votes,Over Votes,Write-ins
,3311,918,459,50.00%,0,433,0,26
,3322,800,484,60.50%,0,464,0,20
,3327,564,316,56.03%,0,294,0,22
,3329,1263,724,57.32%,0,677,0,47
,3330,1259,788,62.59%,0,773,0,15
,4320,689,397,57.62%,0,383,0,14
,4333,894,456,51.01%,0,437,0,19
,4338,944,428,45.34%,0,401,0,27
,4344,665,304,45.71%,0,288,0,16
,4345,1047,506,48.33%,0,474,0,32
,TOTAL,9043,4862,53.77%,0,4624,0,238
STATE HOUSE DIST. 48 (REP),Precinct,Voters,Trnout,Pct,MICHAEL R. WRATHELL,Under Votes,Over Votes,Write-ins
,4309,714,365,51.12%,220,140,0,5
,4339,814,334,41.03%,204,127,0,3
,4340,489,197,40.29%,118,76,0,3
,4350,1081,508,46.99%,295,199,2,12
,4352,562,218,38.79%,142,73,0,3
,4359,575,311,54.09%,183,125,0,3
,4360,597,263,44.05%,168,90,0,5
,4361,866,371,42.84%,200,167,0,4
,5605,44,30,68.18%,12,18,0,0
,TOTAL,5742,2597,45.23%,1542,1015,2,38
STATE HOUSE DIST. 49 (REP),Precinct,Voters,Trnout,Pct,KAREN MINNIS,Under Votes,Over Votes,Write-ins
,0543,8,3,37.50%,2,1,0,0
,0547,26,13,50.00%,6,7,0,0
,5100,920,410,44.57%,343,62,0,5
,5200,1411,613,43.44%,492,114,0,7
,5201,1180,537,45.51%,411,116,1,9
,5301,416,186,44.71%,156,23,1,6
,5401,132,69,52.27%,45,23,0,1
,5820,1333,635,47.64%,451,176,0,8
,5850,636,263,41.35%,192,68,0,3
,5868,898,483,53.79%,379,97,0,7
,5870,907,400,44.10%,329,69,0,2
,5871,481,195,40.54%,163,31,0,1
,TOTAL,8348,3807,45.60%,2969,787,2,49
STATE HOUSE DIST. 50 (REP),Precinct,Voters,Trnout,Pct,ERNEST J. HODGIN,Under Votes,Over Votes,Write-ins
,5819,926,428,46.22%,263,159,1,5
,5828,1068,469,43.91%,305,160,0,4
,5842,1655,887,53.60%,510,368,0,9
,5846,1694,746,44.04%,451,282,0,13
,5851,1462,778,53.21%,490,278,0,10
,5853,1113,576,51.75%,368,199,0,9
,5855,1443,690,47.82%,389,298,0,3
,5861,802,356,44.39%,225,128,0,3
,TOTAL,10163,4930,48.51%,3001,1872,1,56
STATE HOUSE DIST. 51 (REP),Precinct,Voters,Trnout,Pct,LINDA FLORES,Under Votes,Over Votes,Write-ins
,4216,308,134,43.51%,89,42,0,3
,5602,166,90,54.22%,62,28,0,0
,TOTAL,474,224,47.26%,151,70,0,3
STATE HOUSE DIST. 52 (REP),Precinct,Voters,Trnout,Pct,PATTI SMITH,Under Votes,Over Votes,Write-ins
,5425,927,483,52.10%,402,70,0,11
,5604,841,463,55.05%,305,155,0,3
,TOTAL,1768,946,53.51%,707,225,0,14
